epoch,loss,val_loss
1,0.27715,0.16245
2,0.16364,0.16230
3,0.15934,0.16460
4,0.15818,0.16400
5,0.15343,0.16166
6,0.15359,0.15969
7,0.14870,0.15976
8,0.14342,0.16011
9,0.14053,0.15892
10,0.14435,0.15679
11,0.14576,0.15736
12,0.14452,0.17948
13,0.18166,0.45137
14,0.17664,0.16319
15,0.15054,0.15717
16,0.14945,0.15304
17,0.14661,0.15297
18,0.14289,0.15293
19,0.14148,0.15137
20,0.14042,0.15199
