epoch,loss,val_loss
1,0.57716,0.27180
2,0.24026,0.21750
3,0.18918,0.18522
4,0.16666,0.17060
5,0.15090,0.16116
6,0.14439,0.15019
7,0.13355,0.14685
8,0.12920,0.14550
9,0.12731,0.14614
10,0.12554,0.13904
11,0.12373,0.14650
12,0.11741,0.16067
13,0.12958,0.37479
14,0.14541,0.14061
15,0.12700,0.13499
16,0.12584,0.13777
17,0.12542,0.13085
18,0.11974,0.12806
19,0.11893,0.13457
20,0.11377,0.13042
