epoch,loss,val_loss
1,0.28414,0.13256
2,0.14911,0.14045
3,0.14040,0.12985
4,0.13675,0.12993
5,0.13020,0.13310
6,0.12783,0.14048
7,0.12452,0.13927
8,0.11588,0.11558
9,0.11704,0.12788
10,0.11662,0.12379
11,0.11337,0.12216
12,0.10697,0.14213
13,0.09972,0.28584
14,0.14089,0.13683
15,0.12873,0.11575
16,0.12510,0.12945
17,0.12118,0.14430
18,0.11680,0.10830
19,0.11764,0.12218
20,0.11035,0.11959
